   9.99999978E-03
  0.100000001    
   1.00000000    
         250
 0.004 0.47170252 0.11659777 0.09582114 0 0 0
 0.004 0.77144372 0.55217236 0.00080198 0 0 0
 0.004 0.61255914 0.07076186 0.15782559 0 0 0
 0.004 0.96419537 0.21818364 0.11656696 0 0 0
 0.004 0.99185848 0.04567772 0.11460048 0 0 0
 0.004 0.32862419 0.57761616 0.47537464 0 0 0
 0.004 0.67119104 0.41746318 0.26598930 0 0 0
 0.004 0.88273472 0.11945939 0.21347684 0 0 0
 0.004 0.24657530 0.03913987 0.35713053 0 0 0
 0.004 0.61637324 0.33557421 0.61588693 0 0 0
 0.004 0.31136560 0.76758361 0.02032489 0 0 0
 0.004 0.12451828 0.02531552 0.50722569 0 0 0
 0.004 0.57734674 0.66022855 0.47104460 0 0 0
 0.004 0.44602555 0.50254798 0.56686753 0 0 0
 0.004 0.12893003 0.35570192 0.47107315 0 0 0
 0.004 0.33384037 0.20641154 0.88874036 0 0 0
 0.004 0.37519318 0.84219855 0.01741731 0 0 0
 0.004 0.09151793 0.09786934 0.13411564 0 0 0
 0.004 0.93394804 0.06875145 0.28614527 0 0 0
 0.004 0.43987012 0.88375634 0.08210379 0 0 0
 0.004 0.81248534 0.43748504 0.18672460 0 0 0
 0.004 0.94545716 0.14793468 0.04108351 0 0 0
 0.004 0.99563271 0.00421339 0.05268496 0 0 0
 0.004 0.77755934 0.27605391 0.44080597 0 0 0
 0.004 0.84842789 0.51751727 0.08582437 0 0 0
 0.004 0.06311226 0.44076747 0.53844792 0 0 0
 0.004 0.34311736 0.70978349 0.19478774 0 0 0
 0.004 0.81958121 0.52853680 0.18933064 0 0 0
 0.004 0.08493787 0.87531769 0.10063213 0 0 0
 0.004 0.65041906 0.12993187 0.30533510 0 0 0
 0.004 0.18865252 0.88333929 0.17378157 0 0 0
 0.004 0.00586653 0.49686837 0.63568062 0 0 0
 0.004 0.58551568 0.72729439 0.31272840 0 0 0
 0.004 0.03425664 0.29416764 0.19465429 0 0 0
 0.004 0.26092672 0.32587308 0.28331995 0 0 0
 0.004 0.72691178 0.02027959 0.64719081 0 0 0
 0.004 0.77187067 0.41487432 0.23900175 0 0 0
 0.004 0.00353074 0.04825097 0.43964648 0 0 0
 0.004 0.37111658 0.11766773 0.06972677 0 0 0
 0.004 0.42522842 0.17338657 0.78774244 0 0 0
 0.004 0.85936767 0.23182774 0.01516253 0 0 0
 0.004 0.86429894 0.26618451 0.37982374 0 0 0
 0.004 0.26284051 0.19241804 0.45080554 0 0 0
 0.004 0.25682151 0.84540933 0.44511938 0 0 0
 0.004 0.28920788 0.62049621 0.65713573 0 0 0
 0.004 0.77362412 0.02615732 0.10581070 0 0 0
 0.004 0.47868043 0.71345335 0.24667066 0 0 0
 0.004 0.91089433 0.02150977 0.08884692 0 0 0
 0.004 0.91004777 0.36670738 0.06514138 0 0 0
 0.004 0.67115355 0.65994036 0.33048379 0 0 0
 0.004 0.68340367 0.40077150 0.09567219 0 0 0
 0.004 0.16972721 0.44976205 0.73559415 0 0 0
 0.004 0.71844494 0.54647774 0.02499723 0 0 0
 0.004 0.00431031 0.65871394 0.16502416 0 0 0
 0.004 0.89838225 0.23756891 0.15826762 0 0 0
 0.004 0.03542620 0.22082865 0.47621626 0 0 0
 0.004 0.66919428 0.71979833 0.05543858 0 0 0
 0.004 0.16681433 0.43497622 0.05071062 0 0 0
 0.004 0.43823010 0.77279520 0.31366175 0 0 0
 0.004 0.93718749 0.14546412 0.18735778 0 0 0
 0.004 0.59759885 0.57250184 0.25838286 0 0 0
 0.004 0.20060879 0.84146619 0.23371983 0 0 0
 0.004 0.18386096 0.88405061 0.40351140 0 0 0
 0.004 0.61435920 0.18104213 0.64281178 0 0 0
 0.004 0.60663706 0.16247982 0.65201539 0 0 0
 0.004 0.64812630 0.05621624 0.74226737 0 0 0
 0.004 0.45391786 0.68917912 0.35033166 0 0 0
 0.004 0.26296926 0.27910542 0.88285995 0 0 0
 0.004 0.49685961 0.56183946 0.51744825 0 0 0
 0.004 0.89951092 0.21316069 0.35694945 0 0 0
 0.004 0.85265368 0.16270077 0.07418483 0 0 0
 0.004 0.38067114 0.84333092 0.33923018 0 0 0
 0.004 0.04209840 0.54273397 0.07951117 0 0 0
 0.004 0.29019332 0.42266273 0.42406142 0 0 0
 0.004 0.06624973 0.41619933 0.27349806 0 0 0
 0.004 0.78676617 0.12649703 0.52909613 0 0 0
 0.004 0.54557103 0.24488801 0.62082070 0 0 0
 0.004 0.48884797 0.16666663 0.30569959 0 0 0
 0.004 0.70150799 0.13194418 0.43161392 0 0 0
 0.004 0.07910287 0.90195435 0.17810911 0 0 0
 0.004 0.62785029 0.09576511 0.64442641 0 0 0
 0.004 0.22428954 0.79256046 0.45536208 0 0 0
 0.004 0.01164252 0.87173218 0.14357948 0 0 0
 0.004 0.62822300 0.73471171 0.09493428 0 0 0
 0.004 0.64618260 0.36817575 0.22556502 0 0 0
 0.004 0.64112812 0.75123543 0.09087694 0 0 0
 0.004 0.62672108 0.45628411 0.01254028 0 0 0
 0.004 0.60250318 0.09978622 0.02203584 0 0 0
 0.004 0.39895934 0.62695473 0.31327945 0 0 0
 0.004 0.03580976 0.62671322 0.47388691 0 0 0
 0.004 0.36259258 0.30328923 0.55376112 0 0 0
 0.004 0.99741745 0.00338411 0.01649439 0 0 0
 0.004 0.99708843 0.05710620 0.01815420 0 0 0
 0.004 0.61999124 0.18054932 0.52751601 0 0 0
 0.004 0.12495506 0.89699471 0.21146196 0 0 0
 0.004 0.85190386 0.03330106 0.46384031 0 0 0
 0.004 0.84544474 0.22954375 0.22615647 0 0 0
 0.004 0.11221731 0.98561072 0.02206397 0 0 0
 0.004 0.09071499 0.48594028 0.30156732 0 0 0
 0.004 0.58257401 0.69995016 0.03097266 0 0 0
 0.004 0.36390656 0.85707563 0.19403207 0 0 0
 0.004 0.03023726 0.66160971 0.52746344 0 0 0
 0.004 0.08196682 0.36962187 0.56994623 0 0 0
